merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,Engine_cm3,Transmission,Mileage,Condition,Torque_Nm,Performance_0_100_sec,Seats,Engine_Size_L,Acceleration_0_60_sec,Number_of_Cylinders,Number_of_Doors,Tax,MPG,Top_Speed_mph,Mileage_MPG,Image_ID,Image_name,Genmodel_ID,Predicted_viewpoint,Image_Path
ford,explorer,2020,jeep,hybrid,3.0,53038.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
tesla,model 3,2001,onbekend,hybrid,1.0,8073.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
tesla,model 3,2010,onbekend,electric,1.0,66458.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
bmw,x3,2021,jeep,electric,5.0,57658.0,262.0,0.0,2993.0,,16509.0,,,,,3.7,,,,145.0,54.3,,,,,,,
bmw,3 series,2012,onbekend,electric,5.0,68349.0,,,,Automatic,70000.0,,,,,3.7,,,,125.0,60.1,,,,,,,
audi,a3,2014,sedan,hybrid,2.0,93363.0,,,,Manual,48030.0,,,,,3.3,,4.0,,20.0,62.8,,,7_3$$1018$$3,Audi$$A3$$2014$$Black$$7_3$$1018$$image_3.jpg,7_3,180.0,Audi$$A3$$2014$$Black$$7_3$$1018$$image_3.jpg
audi,q5,2011,jeep,electric,4.0,70291.0,175.0,0.0,1968.0,Manual,92600.0,,500.0,6.3,5.0,3.8,5.9,4.0,,265.0,40.4,,,7_20$$1008$$6,Audi$$Q5$$2011$$Black$$7_20$$1008$$image_6.jpg,7_20,0.0,Audi$$Q5$$2011$$Black$$7_20$$1008$$image_6.jpg
mercedes,glc,2021,onbekend,petrol,5.0,35443.0,,,,,,,,,,3.55,,,,,,,,,,,,
mercedes,c-class,2020,onbekend,hybrid,8.0,23880.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
toyota,camry,2021,sedan,diesel,4.0,86190.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
honda,fit,2010,hatchback,hybrid,6.0,23462.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
audi,a3,2006,sedan,petrol,6.0,20353.0,,,,Manual,87000.0,,,,,3.3,,4.0,,305.0,36.7,,,7_3$$1237$$0,Audi$$A3$$2006$$Beige$$7_3$$1237$$image_0.jpg,7_3,0.0,Audi$$A3$$2006$$Beige$$7_3$$1237$$image_0.jpg
bmw,3 series,2004,onbekend,petrol,0.0,24628.0,,,,Manual,133175.0,,,,,3.7,,,,300.0,36.2,,,,,,,
ford,explorer,2016,jeep,electric,4.0,53340.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
bmw,5 series,2023,onbekend,hybrid,2.0,16798.0,,,,Automatic,23105.5,,304.0,,,3.2,5.95,,,145.0,60.1,,,,,,,
honda,cr-v,2019,jeep,hybrid,8.0,94121.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$1951$$3,Honda$$CR-V$$2019$$Black$$34_3$$1951$$image_3.jpg,34_3,45.0,Honda$$CR-V$$2019$$Black$$34_3$$1951$$image_3.jpg
mercedes,c-class,2008,onbekend,hybrid,4.0,96794.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
bmw,x3,2013,jeep,diesel,2.0,97511.0,,,,Automatic,64455.0,,,,,3.7,,,,165.0,50.4,,,8_37$$1080$$0,BMW$$X3$$2013$$Black$$8_37$$1080$$image_0.jpg,8_37,0.0,BMW$$X3$$2013$$Black$$8_37$$1080$$image_0.jpg
toyota,corolla,2011,sedan,electric,4.0,8717.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
honda,civic,2005,sedan,petrol,2.0,94889.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$111$$19,Honda$$Civic$$2005$$Black$$34_2$$111$$image_19.jpg,34_2,45.0,Honda$$Civic$$2005$$Black$$34_2$$111$$image_19.jpg
mercedes,e-class,2016,onbekend,petrol,7.0,99754.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
ford,explorer,2018,jeep,electric,5.0,94531.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
mercedes,gla,2018,onbekend,petrol,9.0,68739.0,,,,,,,,,,3.05,,,,,,,,,,,,
tesla,model y,2015,onbekend,petrol,258.0122,71617.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
toyota,corolla,2011,sedan,electric,7.0,16614.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
honda,cr-v,2011,jeep,petrol,1.0,88058.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$333$$0,Honda$$CR-V$$2011$$Beige$$34_3$$333$$image_0.jpg,34_3,0.0,Honda$$CR-V$$2011$$Beige$$34_3$$333$$image_0.jpg
ford,mustang,2019,coupe,hybrid,7.0,10666.0,268.0,0.0,5038.0,Automatic,800.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.1,,,29_28$$320$$11,Ford$$Mustang$$2019$$Black$$29_28$$320$$image_11.jpg,29_28,45.0,Ford$$Mustang$$2019$$Black$$29_28$$320$$image_11.jpg
toyota,rav4,2005,onbekend,diesel,9.0,35184.0,,,,Manual,105000.0,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,300.0,39.8,,,,,,,
mercedes,e-class,2022,onbekend,electric,8.0,99159.0,,,,,,,370.13886,,,3.0,,4.0,4.0,,,,,,,,,
toyota,corolla,2003,sedan,diesel,8.0,45121.0,,,,Automatic,95500.0,,200.0,9.4,5.0,3.3,,4.0,4.0,267.5,36.85,,,92_11$$45$$0,Toyota$$Corolla$$2003$$Black$$92_11$$45$$image_0.jpg,92_11,0.0,Toyota$$Corolla$$2003$$Black$$92_11$$45$$image_0.jpg
honda,fit,2005,hatchback,petrol,7.0,17460.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
audi,a3,2010,sedan,petrol,6.0,97083.0,,,,Manual,68493.0,,,,,3.3,,4.0,,145.0,52.3,,,7_3$$354$$3,Audi$$A3$$2010$$Beige$$7_3$$354$$image_3.jpg,7_3,180.0,Audi$$A3$$2010$$Beige$$7_3$$354$$image_3.jpg
toyota,rav4,2000,onbekend,hybrid,2.0,98493.0,,,,,31250.0,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,125.0,55.4,,,,,,,
tesla,model s,2023,onbekend,electric,4.0,22769.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
toyota,camry,2022,sedan,petrol,5.0,87156.0,,,,Automatic,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
mercedes,glc,2014,onbekend,electric,5.0,42090.0,,,,,,,,,,3.55,,,,,,,,,,,,
mercedes,c-class,2010,onbekend,electric,7.0,41230.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
ford,mustang,2018,coupe,electric,9.0,29956.0,268.0,0.0,5038.0,Manual,7759.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,23.5,,,29_28$$168$$3,Ford$$Mustang$$2018$$Black$$29_28$$168$$image_3.jpg,29_28,45.0,Ford$$Mustang$$2018$$Black$$29_28$$168$$image_3.jpg
mercedes,e-class,2017,onbekend,electric,2.0,9247.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
bmw,5 series,2016,onbekend,electric,4.0,30461.0,,,,Automatic,41052.0,,304.0,,,3.2,5.95,,,30.0,62.8,,,8_9$$24$$2,BMW$$5 Series$$2016$$Black$$8_9$$24$$image_2.jpg,8_9,270.0,BMW$$5 Series$$2016$$Black$$8_9$$24$$image_2.jpg
honda,fit,2018,hatchback,diesel,3.0,10109.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
honda,fit,2020,hatchback,hybrid,95.4496,92815.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
audi,q7,2013,jeep,electric,1.0,67863.0,215.0,0.0,2967.0,Automatic,65000.0,,600.0,6.3,7.0,3.3,5.7,4.0,,300.0,38.2,,,7_21$$1022$$0,Audi$$Q7$$2013$$Black$$7_21$$1022$$image_0.jpg,7_21,0.0,Audi$$Q7$$2013$$Black$$7_21$$1022$$image_0.jpg
audi,q7,2017,jeep,diesel,1.0,89229.0,215.0,0.0,2967.0,Semi-Auto,29944.5,,600.0,6.3,7.0,3.3,5.7,4.0,,145.0,39.2,,,7_21$$202$$5,Audi$$Q7$$2017$$Black$$7_21$$202$$image_5.jpg,7_21,0.0,Audi$$Q7$$2017$$Black$$7_21$$202$$image_5.jpg
honda,accord,2018,sedan,petrol,9.0,73143.0,,,,,,,370.0,7.1,5.0,3.9,,4.0,4.0,,,,,,,,,
tesla,model s,2014,onbekend,electric,499.619,17472.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,90_1$$19$$0,Tesla$$Model S$$2014$$Black$$90_1$$19$$image_0.jpg,90_1,0.0,Tesla$$Model S$$2014$$Black$$90_1$$19$$image_0.jpg
audi,q7,2014,jeep,petrol,1.0,94355.0,215.0,0.0,2967.0,Automatic,43454.5,,600.0,6.3,7.0,3.3,5.7,4.0,,300.0,38.2,,,7_21$$1081$$5,Audi$$Q7$$2014$$Black$$7_21$$1081$$image_5.jpg,7_21,0.0,Audi$$Q7$$2014$$Black$$7_21$$1081$$image_5.jpg
ford,fiesta,2003,sedan,electric,2.0,90490.0,120.0,0.0,999.0,,17839.0,,210.0,7.0,5.0,3.5,,,,145.0,62.8,,,29_13$$2102$$0,Ford$$Fiesta$$2003$$Black$$29_13$$2102$$image_0.jpg,29_13,0.0,Ford$$Fiesta$$2003$$Black$$29_13$$2102$$image_0.jpg
mercedes,gla,2006,onbekend,diesel,1.0,38067.0,,,,,,,,,,3.05,,,,,,,,,,,,
honda,cr-v,2012,jeep,diesel,3.0,15596.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$591$$0,Honda$$CR-V$$2012$$Black$$34_3$$591$$image_0.jpg,34_3,0.0,Honda$$CR-V$$2012$$Black$$34_3$$591$$image_0.jpg
audi,q5,2002,jeep,diesel,3.0,71895.0,175.0,0.0,1968.0,,13246.0,,500.0,6.3,5.0,3.8,5.9,4.0,,145.0,39.2,,,,,,,
honda,cr-v,2015,jeep,hybrid,8.0,74194.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$1022$$5,Honda$$CR-V$$2015$$Black$$34_3$$1022$$image_5.jpg,34_3,0.0,Honda$$CR-V$$2015$$Black$$34_3$$1022$$image_5.jpg
bmw,3 series,2008,onbekend,petrol,6.0,90199.0,,,,Automatic,104395.0,,,,,3.7,,,,235.0,39.5,,,8_5$$434$$0,BMW$$3 Series$$2008$$Beige$$8_5$$434$$image_0.jpg,8_5,0.0,BMW$$3 Series$$2008$$Beige$$8_5$$434$$image_0.jpg
toyota,rav4,2007,onbekend,hybrid,6.0,10002.0,,,,Manual,73000.0,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,235.0,42.8,,,,,,,
mercedes,glc,2019,onbekend,electric,0.0,18462.0,,,,,,,,,,3.55,,,,,,,,,,,,
honda,civic,2012,sedan,petrol,117.8206,61834.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$24$$5,Honda$$Civic$$2012$$Black$$34_2$$24$$image_5.jpg,34_2,0.0,Honda$$Civic$$2012$$Black$$34_2$$24$$image_5.jpg
toyota,rav4,2016,onbekend,diesel,2.0,63818.0,,,,Automatic,31474.5,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,20.0,57.6,,,92_34$$329$$1,Toyota$$RAV4$$2016$$Beige$$92_34$$329$$image_1.jpg,92_34,0.0,Toyota$$RAV4$$2016$$Beige$$92_34$$329$$image_1.jpg
audi,q5,2016,jeep,petrol,6.0,8193.0,175.0,0.0,1968.0,Semi-Auto,37500.0,,500.0,6.3,5.0,3.8,5.9,4.0,,200.0,47.1,,,7_20$$1080$$2,Audi$$Q5$$2016$$Black$$7_20$$1080$$image_2.jpg,7_20,0.0,Audi$$Q5$$2016$$Black$$7_20$$1080$$image_2.jpg
toyota,rav4,2016,onbekend,diesel,7.0,42709.0,,,,Automatic,31474.5,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,20.0,57.6,,,92_34$$329$$1,Toyota$$RAV4$$2016$$Beige$$92_34$$329$$image_1.jpg,92_34,0.0,Toyota$$RAV4$$2016$$Beige$$92_34$$329$$image_1.jpg
mercedes,gla,2000,onbekend,hybrid,3.0,60495.0,,,,,,,,,,3.05,,,,,,,,,,,,
honda,fit,2007,hatchback,hybrid,95.4496,75102.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
bmw,x5,2018,jeep,diesel,1.0,35034.0,,,,Automatic,22708.0,,390.0,,,3.7,4.949999999999999,,,145.0,47.1,,,8_39$$1181$$2,BMW$$X5$$2018$$Black$$8_39$$1181$$image_2.jpg,8_39,0.0,BMW$$X5$$2018$$Black$$8_39$$1181$$image_2.jpg
tesla,model x,2005,sedan,diesel,1.0,50971.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
audi,a4,2002,sedan,electric,184.9336,82335.0,,,,,23517.0,,400.0,6.5,5.0,3.35,6.6,4.0,,145.0,52.3,,,7_5$$26$$0,Audi$$A4$$2002$$Black$$7_5$$26$$image_0.jpg,7_5,45.0,Audi$$A4$$2002$$Black$$7_5$$26$$image_0.jpg
honda,civic,2004,sedan,hybrid,6.0,95620.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$189$$3,Honda$$Civic$$2004$$Black$$34_2$$189$$image_3.jpg,34_2,45.0,Honda$$Civic$$2004$$Black$$34_2$$189$$image_3.jpg
mercedes,c-class,2012,onbekend,hybrid,2.0,26880.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
audi,a4,2014,sedan,electric,7.0,29039.0,,,,Manual,53785.0,,400.0,6.5,5.0,3.35,6.6,4.0,,30.0,61.4,,,,,,,
ford,mustang,2013,coupe,hybrid,8.0,94283.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
toyota,rav4,2022,onbekend,diesel,6.0,42612.0,,,,,31250.0,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,125.0,55.4,,,,,,,
tesla,model 3,2015,onbekend,petrol,3.0,73243.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
mercedes,c-class,2017,onbekend,petrol,6.0,63165.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
ford,fiesta,2021,sedan,hybrid,6.0,32131.0,120.0,0.0,999.0,,17839.0,,210.0,7.0,5.0,3.5,,,,145.0,62.8,,,,,,,
honda,cr-v,2021,jeep,electric,2.0,67088.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,,,,,
bmw,x5,2010,jeep,diesel,6.0,67279.0,,,,Automatic,77000.0,,390.0,,,3.7,4.949999999999999,,,300.0,37.7,,,8_39$$1013$$1,BMW$$X5$$2010$$Black$$8_39$$1013$$image_1.jpg,8_39,0.0,BMW$$X5$$2010$$Black$$8_39$$1013$$image_1.jpg
audi,a4,2002,sedan,petrol,6.0,61282.0,,,,,23517.0,,400.0,6.5,5.0,3.35,6.6,4.0,,145.0,52.3,,,7_5$$26$$0,Audi$$A4$$2002$$Black$$7_5$$26$$image_0.jpg,7_5,45.0,Audi$$A4$$2002$$Black$$7_5$$26$$image_0.jpg
toyota,prius,2021,hatchback,diesel,7.0,14468.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,,,,,
audi,a3,2009,sedan,hybrid,9.0,99541.0,,,,Manual,92000.0,,,,,3.3,,4.0,,155.0,48.7,,,7_3$$1069$$1,Audi$$A3$$2009$$Black$$7_3$$1069$$image_1.jpg,7_3,180.0,Audi$$A3$$2009$$Black$$7_3$$1069$$image_1.jpg
tesla,model x,2009,sedan,hybrid,1.0,43040.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
honda,cr-v,2020,jeep,petrol,6.0,65634.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,,,,,
audi,a4,2015,sedan,hybrid,6.0,89147.0,,,,Manual,50204.0,,400.0,6.5,5.0,3.35,6.6,4.0,,77.5,60.75,,,,,,,
toyota,prius,2011,hatchback,electric,2.0,45212.0,,,,Manual,112000.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$204$$1,Toyota$$Prius$$2011$$Black$$92_30$$204$$image_1.jpg,92_30,0.0,Toyota$$Prius$$2011$$Black$$92_30$$204$$image_1.jpg
honda,cr-v,2001,jeep,hybrid,141.683,78523.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$148$$3,Honda$$CR-V$$2001$$Black$$34_3$$148$$image_3.jpg,34_3,45.0,Honda$$CR-V$$2001$$Black$$34_3$$148$$image_3.jpg
audi,a3,2008,sedan,hybrid,2.0,97323.0,,,,Manual,105000.0,,,,,3.3,,4.0,,202.5,46.1,,,7_3$$73$$3,Audi$$A3$$2008$$Beige$$7_3$$73$$image_3.jpg,7_3,180.0,Audi$$A3$$2008$$Beige$$7_3$$73$$image_3.jpg
bmw,5 series,2023,onbekend,hybrid,3.0,39099.0,,,,Automatic,23105.5,,304.0,,,3.2,5.95,,,145.0,60.1,,,,,,,
mercedes,c-class,2002,onbekend,diesel,9.0,43501.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
honda,accord,2023,sedan,diesel,2.0,91030.0,,,,,,,370.0,7.1,5.0,3.9,,4.0,4.0,,,,,,,,,
mercedes,gla,2014,onbekend,petrol,0.0,20166.0,,,,,,,,,,3.05,,,,,,,,,,,,
honda,civic,2002,sedan,petrol,117.8206,7717.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$380$$0,Honda$$Civic$$2002$$Black$$34_2$$380$$image_0.jpg,34_2,45.0,Honda$$Civic$$2002$$Black$$34_2$$380$$image_0.jpg
bmw,3 series,2018,onbekend,petrol,7.0,91344.0,,,,Semi-Auto,19344.5,,,,,3.7,,,,145.0,60.1,,,,,,,
mercedes,glc,2017,onbekend,hybrid,2.0,83051.0,,,,,,,,,,3.55,,,,,,,,,,,,
ford,explorer,2007,jeep,diesel,4.0,97395.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
toyota,rav4,2016,onbekend,electric,5.0,10533.0,,,,Automatic,31474.5,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,20.0,57.6,,,92_34$$329$$1,Toyota$$RAV4$$2016$$Beige$$92_34$$329$$image_1.jpg,92_34,0.0,Toyota$$RAV4$$2016$$Beige$$92_34$$329$$image_1.jpg
ford,mustang,2007,coupe,hybrid,3.0,19837.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,29_28$$2$$2,Ford$$Mustang$$2007$$Blue$$29_28$$2$$image_2.jpg,29_28,0.0,Ford$$Mustang$$2007$$Blue$$29_28$$2$$image_2.jpg
audi,a4,2006,sedan,hybrid,3.0,15005.0,,,,Manual,93000.0,,400.0,6.5,5.0,3.35,6.6,4.0,,300.0,34.0,,,7_5$$610$$4,Audi$$A4$$2006$$Black$$7_5$$610$$image_4.jpg,7_5,0.0,Audi$$A4$$2006$$Black$$7_5$$610$$image_4.jpg
bmw,x3,2006,jeep,hybrid,0.0,69925.0,,,,Manual,89500.0,,,,,3.7,,,,302.5,39.2,,,8_37$$59$$10,BMW$$X3$$2006$$Black$$8_37$$59$$image_10.jpg,8_37,0.0,BMW$$X3$$2006$$Black$$8_37$$59$$image_10.jpg
ford,mustang,2002,coupe,electric,9.0,62571.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
honda,civic,2000,sedan,petrol,3.0,39137.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,34_2,0.0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg
audi,a3,2003,sedan,electric,9.0,10455.0,,,,Automatic,101000.0,,,,,3.3,,4.0,,240.0,44.5,,,7_3$$1055$$1,Audi$$A3$$2003$$Black$$7_3$$1055$$image_1.jpg,7_3,0.0,Audi$$A3$$2003$$Black$$7_3$$1055$$image_1.jpg
audi,a3,2004,sedan,petrol,4.0,65768.0,,,,Automatic,28477.0,,,,,3.3,,4.0,,305.0,36.2,,,7_3$$1187$$8,Audi$$A3$$2004$$Black$$7_3$$1187$$image_8.jpg,7_3,45.0,Audi$$A3$$2004$$Black$$7_3$$1187$$image_8.jpg
ford,fiesta,2000,sedan,electric,9.0,59161.0,120.0,0.0,999.0,Manual,43000.0,,210.0,7.0,5.0,3.5,,,,160.0,41.5,,,29_13$$1304$$0,Ford$$Fiesta$$2000$$Blue$$29_13$$1304$$image_0.jpg,29_13,0.0,Ford$$Fiesta$$2000$$Blue$$29_13$$1304$$image_0.jpg
ford,focus,2014,sedan,diesel,8.0,15726.0,124.0,0.0,999.0,Manual,45231.5,,275.0,6.5,5.0,3.4,,,,30.0,56.5,,,29_14$$1149$$3,Ford$$Focus$$2014$$Black$$29_14$$1149$$image_3.jpg,29_14,180.0,Ford$$Focus$$2014$$Black$$29_14$$1149$$image_3.jpg
bmw,x5,2004,jeep,hybrid,2.0,91346.0,,,,,11442.5,,390.0,,,3.7,4.949999999999999,,,145.0,37.7,,,8_39$$2948$$0,BMW$$X5$$2004$$Beige$$8_39$$2948$$image_0.jpg,8_39,45.0,BMW$$X5$$2004$$Beige$$8_39$$2948$$image_0.jpg
toyota,corolla,2012,sedan,hybrid,7.0,23900.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
ford,mustang,2007,coupe,hybrid,330.0,75633.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,29_28$$2$$2,Ford$$Mustang$$2007$$Blue$$29_28$$2$$image_2.jpg,29_28,0.0,Ford$$Mustang$$2007$$Blue$$29_28$$2$$image_2.jpg
tesla,model x,2007,sedan,petrol,3.0,89082.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
ford,mustang,2004,coupe,electric,5.0,60050.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
mercedes,e-class,2008,onbekend,diesel,5.0,28451.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
honda,civic,2000,sedan,electric,7.0,34379.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,34_2,0.0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg
tesla,model s,2003,onbekend,hybrid,499.619,89146.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
tesla,model x,2002,sedan,diesel,499.619,33334.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
mercedes,gla,2001,onbekend,diesel,2.0,75888.0,,,,,,,,,,3.05,,,,,,,,,,,,
mercedes,glc,2007,onbekend,hybrid,1.0,99066.0,,,,,,,,,,3.55,,,,,,,,,,,,
audi,a3,2022,sedan,electric,7.0,99983.0,,,,,22721.0,,,,,3.3,,4.0,,145.0,56.5,,,,,,,
toyota,corolla,2008,sedan,hybrid,1.0,55681.0,,,,Manual,76300.0,,200.0,9.4,5.0,3.3,,4.0,4.0,260.0,36.7,,,,,,,
honda,fit,2001,hatchback,electric,95.4496,83523.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
bmw,5 series,2013,onbekend,diesel,5.0,99074.0,,,,Automatic,75000.0,,304.0,,,3.2,5.95,,,125.0,57.6,,,8_9$$60$$5,BMW$$5 Series$$2013$$Beige$$8_9$$60$$image_5.jpg,8_9,270.0,BMW$$5 Series$$2013$$Beige$$8_9$$60$$image_5.jpg
tesla,model 3,2013,onbekend,diesel,2.0,40594.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
bmw,x5,2003,jeep,hybrid,2.0,28979.0,,,,,11442.5,,390.0,,,3.7,4.949999999999999,,,145.0,37.7,,,8_39$$1662$$0,BMW$$X5$$2003$$Black$$8_39$$1662$$image_0.jpg,8_39,0.0,BMW$$X5$$2003$$Black$$8_39$$1662$$image_0.jpg
ford,explorer,2005,jeep,diesel,3.0,15852.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
ford,mustang,2010,coupe,petrol,9.0,18385.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
bmw,x3,2002,jeep,diesel,8.0,86088.0,,,,,16509.0,,,,,3.7,,,,145.0,54.3,,,,,,,
ford,explorer,2007,jeep,petrol,5.0,60929.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
toyota,camry,2002,sedan,diesel,1.0,88002.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
mercedes,e-class,2013,onbekend,hybrid,9.0,79998.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
ford,focus,2012,sedan,hybrid,4.0,69006.0,124.0,0.0,999.0,Manual,66663.0,,275.0,6.5,5.0,3.4,,,,77.5,56.5,,,29_14$$1283$$6,Ford$$Focus$$2012$$Black$$29_14$$1283$$image_6.jpg,29_14,180.0,Ford$$Focus$$2012$$Black$$29_14$$1283$$image_6.jpg
audi,a4,2012,sedan,petrol,5.0,62885.0,,,,Manual,74225.0,,400.0,6.5,5.0,3.35,6.6,4.0,,87.5,54.25,,,7_5$$121$$4,Audi$$A4$$2012$$Black$$7_5$$121$$image_4.jpg,7_5,0.0,Audi$$A4$$2012$$Black$$7_5$$121$$image_4.jpg
ford,mustang,2001,coupe,hybrid,5.0,9592.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
honda,fit,2012,hatchback,diesel,7.0,87866.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
toyota,corolla,2018,sedan,diesel,5.0,44695.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
honda,cr-v,2005,jeep,hybrid,8.0,58180.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$1549$$7,Honda$$CR-V$$2005$$Black$$34_3$$1549$$image_7.jpg,34_3,45.0,Honda$$CR-V$$2005$$Black$$34_3$$1549$$image_7.jpg
honda,accord,2015,sedan,diesel,3.0,7086.0,,,,,,,370.0,7.1,5.0,3.9,,4.0,4.0,,,,,,,,,
